iter,time,Atmosphere0,CCrust0,LMantle0,OCrust0,Oceans0,UMantle0,Erosion0,Erosion1,Erosion2,WindErosion0,WindErosion1,Subduction0,Subduction1,Volcanism0,Volcanism1,Volcanism2,Precipitation0,Rainout0,Rainout1,CometDelivery0,Convection0,HydrothermalCirculation0
310000,1550,2.7663965e+09,1.2426344e+18,1.7527086e+21,5.520992e+18,9.4507507e+13,6.7347156e+20,7.0781029e+09,0,0,553279.31,4.9203963e+08,5.2449423e+10,2.760496e+09,1.1414772e+09,4.5659089e+10,5.9413851e+09,4.8749107e+08,187467.94,373252.76,10531490,5.6466029e+09,4725680.2
312000,1560,2.7663965e+09,1.2454499e+18,1.7527057e+21,5.5211978e+18,9.4511696e+13,6.734716e+20,7.0941405e+09,0,0,553279.31,4.928783e+08,5.2451378e+10,2.7605988e+09,1.1414773e+09,4.5659091e+10,5.9413751e+09,4.8832892e+08,186832.45,373888.24,10510111,5.6451809e+09,4725869.9
314000,1570,2.7663965e+09,1.248168e+18,1.7527027e+21,5.5214776e+18,9.4515886e+13,6.7347167e+20,7.1096228e+09,0,0,553279.31,4.9371697e+08,5.2454036e+10,2.7607387e+09,1.1414774e+09,4.5659096e+10,5.9413651e+09,4.8916677e+08,186196.97,374523.72,10490111,5.6443391e+09,4726060.8
316000,1580,2.7663965e+09,1.2507943e+18,1.7526997e+21,5.5218193e+18,9.4520075e+13,6.7347178e+20,7.1245827e+09,0,0,553279.31,4.9455563e+08,5.2457282e+10,2.7609096e+09,1.1414776e+09,4.5659104e+10,5.941355e+09,4.9000462e+08,185561.48,375159.21,10471401,5.644054e+09,4726252.9
318000,1590,2.7663965e+09,1.2533342e+18,1.7526967e+21,5.5222123e+18,9.4524264e+13,6.7347192e+20,7.1390505e+09,0,0,553279.31,4.953943e+08,5.2461015e+10,2.761106e+09,1.1414778e+09,4.5659113e+10,5.9413449e+09,4.9084246e+08,184926,375794.69,10453898,5.6442932e+09,4726446.1
320000,1600,2.7663965e+09,1.2557928e+18,1.7526938e+21,5.522647e+18,9.4528453e+13,6.734721e+20,7.1530547e+09,0,0,553279.31,4.9623297e+08,5.2465145e+10,2.7613234e+09,1.1414781e+09,4.5659125e+10,5.9413349e+09,4.9168031e+08,184290.52,376430.17,10437523,5.6450189e+09,4726640.4
322000,1610,2.7663965e+09,1.2581746e+18,1.7526908e+21,5.5231154e+18,9.4532642e+13,6.7347231e+20,7.1666222e+09,0,0,553279.31,4.9707163e+08,5.2469594e+10,2.7615576e+09,1.1414785e+09,4.565914e+10,5.9413248e+09,4.9251815e+08,183655.03,377065.66,10422204,5.6461901e+09,4726835.7
324000,1620,2.7663965e+09,1.2604842e+18,1.7526879e+21,5.5236102e+18,9.4536831e+13,6.7347256e+20,7.1797778e+09,0,0,553279.31,4.979103e+08,5.2474294e+10,2.761805e+09,1.1414789e+09,4.5659156e+10,5.9413149e+09,4.93356e+08,183019.55,377701.14,10407874,5.647764e+09,4727031.9
326000,1630,2.7663965e+09,1.2627256e+18,1.752685e+21,5.524125e+18,9.4541021e+13,6.7347283e+20,7.1925452e+09,0,0,553279.31,4.9874897e+08,5.2479185e+10,2.7620624e+09,1.1414794e+09,4.5659175e+10,5.9413049e+09,4.9419384e+08,182384.07,378336.62,10394467,5.6496982e+09,4727228.9
328000,1640,2.7663965e+09,1.2649027e+18,1.752682e+21,5.5246546e+18,9.454521e+13,6.7347313e+20,7.2049461e+09,0,0,553279.31,4.9958763e+08,5.2484216e+10,2.7623271e+09,1.1414799e+09,4.5659195e+10,5.9412951e+09,4.9503168e+08,181748.58,378972.11,10381926,5.6519509e+09,4727426.7
330000,1650,2.7663965e+09,1.2670191e+18,1.7526792e+21,5.525194e+18,9.4549399e+13,6.7347346e+20,7.2170013e+09,0,0,553279.31,5.004263e+08,5.248934e+10,2.7625968e+09,1.1414804e+09,4.5659218e+10,5.9412853e+09,4.9586952e+08,181113.1,379607.59,10370193,5.6544818e+09,4727625.3
332000,1660,2.7663965e+09,1.2690781e+18,1.7526763e+21,5.5257391e+18,9.4553588e+13,6.7347381e+20,7.2287301e+09,0,0,553279.31,5.0126497e+08,5.2494519e+10,2.7628694e+09,1.141481e+09,4.5659242e+10,5.9412756e+09,4.9670736e+08,180477.62,380243.07,10359216,5.6572528e+09,4727824.6
334000,1670,2.7663965e+09,1.2710831e+18,1.7526735e+21,5.5262866e+18,9.4557777e+13,6.7347419e+20,7.2401508e+09,0,0,553279.31,5.0210363e+08,5.249972e+10,2.7631431e+09,1.1414817e+09,4.5659267e+10,5.9412661e+09,4.975452e+08,179842.13,380878.56,10348948,5.6602279e+09,4728024.5
336000,1680,2.7663965e+09,1.273037e+18,1.7526707e+21,5.5268332e+18,9.4561966e+13,6.7347459e+20,7.2512803e+09,0,0,553279.31,5.029423e+08,5.2504912e+10,2.7634164e+09,1.1414824e+09,4.5659294e+10,5.9412566e+09,4.9838304e+08,179206.65,381514.04,10339342,5.6633739e+09,4728225.1
338000,1690,2.7663965e+09,1.2749426e+18,1.7526679e+21,5.5273764e+18,9.4566156e+13,6.7347501e+20,7.2621349e+09,0,0,553279.31,5.0378097e+08,5.2510073e+10,2.763688e+09,1.1414831e+09,4.5659322e+10,5.9412472e+09,4.9922088e+08,178571.17,382149.52,10330355,5.66666e+09,4728426.2
340000,1700,2.7663965e+09,1.2768026e+18,1.7526652e+21,5.527914e+18,9.4570345e+13,6.7347544e+20,7.2727294e+09,0,0,553279.31,5.0461963e+08,5.251518e+10,2.7639568e+09,1.1414838e+09,4.5659352e+10,5.941238e+09,5.0005872e+08,177935.68,382785.01,10321948,5.670058e+09,4728627.9
342000,1710,2.7663965e+09,1.2786194e+18,1.7526625e+21,5.5284441e+18,9.4574534e+13,6.7347589e+20,7.2830783e+09,0,0,553279.31,5.054583e+08,5.2520216e+10,2.7642219e+09,1.1414846e+09,4.5659382e+10,5.9412288e+09,5.0089656e+08,177300.2,383420.49,10314084,5.6735425e+09,4728830
344000,1720,2.7663965e+09,1.2803954e+18,1.7526598e+21,5.5289652e+18,9.4578723e+13,6.7347636e+20,7.2931948e+09,0,0,553279.31,5.0629697e+08,5.2525167e+10,2.7644825e+09,1.1414853e+09,4.5659414e+10,5.9412198e+09,5.0173439e+08,176664.72,384055.97,10306726,5.6770902e+09,4729032.7
346000,1730,2.7663965e+09,1.2821329e+18,1.7526572e+21,5.5294761e+18,9.4582912e+13,6.7347683e+20,7.3030916e+09,0,0,553279.31,5.0713563e+08,5.253002e+10,2.7647379e+09,1.1414862e+09,4.5659446e+10,5.9412109e+09,5.0257223e+08,176029.23,384691.46,10299843,5.6806805e+09,4729235.7
348000,1740,2.7663965e+09,1.2838339e+18,1.7526546e+21,5.5299756e+18,9.4587101e+13,6.7347732e+20,7.3127806e+09,0,0,553279.31,5.079743e+08,5.2534766e+10,2.7649877e+09,1.141487e+09,4.565948e+10,5.9412022e+09,5.0341007e+08,175393.75,385326.94,10293404,5.6842948e+09,4729439.2
350000,1750,2.7663965e+09,1.2855003e+18,1.7526521e+21,5.5304629e+18,9.459129e+13,6.7347782e+20,7.3222728e+09,0,0,553279.31,5.0881297e+08,5.2539396e+10,2.7652313e+09,1.1414878e+09,4.5659513e+10,5.9411935e+09,5.042479e+08,174758.27,385962.42,10287380,5.6879168e+09,4729643.1
352000,1760,2.7663965e+09,1.2871341e+18,1.7526496e+21,5.5309375e+18,9.459548e+13,6.7347833e+20,7.3315789e+09,0,0,553279.31,5.0965163e+08,5.2543904e+10,2.7654686e+09,1.1414887e+09,4.5659548e+10,5.941185e+09,5.0508574e+08,174122.78,386597.91,10281744,5.6915319e+09,4729847.3
354000,1770,2.7663965e+09,1.2887369e+18,1.7526471e+21,5.5313987e+18,9.4599669e+13,6.7347885e+20,7.3407089e+09,0,0,553279.31,5.104903e+08,5.2548286e+10,2.7656992e+09,1.1414896e+09,4.5659583e+10,5.9411766e+09,5.0592357e+08,173487.3,387233.39,10276472,5.6951274e+09,4730051.9
356000,1780,2.7663965e+09,1.2903105e+18,1.7526447e+21,5.5318463e+18,9.4603858e+13,6.7347937e+20,7.3496721e+09,0,0,553279.31,5.1132897e+08,5.2552538e+10,2.765923e+09,1.1414905e+09,4.5659619e+10,5.9411683e+09,5.0676141e+08,172851.82,387868.87,10271541,5.6986923e+09,4730256.8
358000,1790,2.7663965e+09,1.2918563e+18,1.7526422e+21,5.5322799e+18,9.4608047e+13,6.734799e+20,7.3584773e+09,0,0,553279.31,5.1216763e+08,5.2556657e+10,2.7661399e+09,1.1414914e+09,4.5659654e+10,5.9411602e+09,5.0759924e+08,172216.33,388504.36,10266927,5.7022171e+09,4730461.9
360000,1800,2.7663965e+09,1.2933759e+18,1.7526399e+21,5.5326996e+18,9.4612236e+13,6.7348044e+20,7.367133e+09,0,0,553279.31,5.130063e+08,5.2560644e+10,2.7663497e+09,1.1414923e+09,4.5659691e+10,5.9411521e+09,5.0843708e+08,171580.85,389139.84,10262610,5.7056936e+09,4730667.4
362000,1810,2.7663965e+09,1.2948706e+18,1.7526375e+21,5.5331052e+18,9.4616425e+13,6.7348098e+20,7.3756469e+09,0,0,553279.31,5.1384497e+08,5.2564497e+10,2.7665525e+09,1.1414932e+09,4.5659727e+10,5.9411442e+09,5.0927491e+08,170945.37,389775.32,10258572,5.709115e+09,4730873.1
364000,1820,2.7663965e+09,1.2963418e+18,1.7526352e+21,5.5334967e+18,9.4620614e+13,6.7348152e+20,7.3840267e+09,0,0,553279.31,5.1468363e+08,5.2568217e+10,2.7667482e+09,1.1414941e+09,4.5659764e+10,5.9411364e+09,5.1011274e+08,170309.88,390410.81,10254795,5.7124753e+09,4731079.1
366000,1830,2.7663965e+09,1.2977906e+18,1.752633e+21,5.5338743e+18,9.4624803e+13,6.7348207e+20,7.3922793e+09,0,0,553279.31,5.155223e+08,5.2571804e+10,2.766937e+09,1.141495e+09,4.5659801e+10,5.9411287e+09,5.1095058e+08,169674.4,391046.29,10251261,5.7157699e+09,4731285.2
368000,1840,2.7663965e+09,1.2992182e+18,1.7526307e+21,5.5342381e+18,9.4628993e+13,6.7348262e+20,7.4004114e+09,0,0,553279.31,5.1636097e+08,5.257526e+10,2.7671189e+09,1.141496e+09,4.5659838e+10,5.9411211e+09,5.1178841e+08,169038.92,391681.78,10247955,5.7189949e+09,4731491.6
370000,1850,2.7663965e+09,1.3006258e+18,1.7526285e+21,5.5345883e+18,9.4633182e+13,6.7348317e+20,7.4084293e+09,0,0,553279.31,5.1719963e+08,5.2578587e+10,2.7672941e+09,1.1414969e+09,4.5659876e+10,5.9411136e+09,5.1262624e+08,168403.43,392317.26,10244862,5.7221473e+09,4731698.2
372000,1860,2.7663965e+09,1.3020144e+18,1.7526263e+21,5.5349251e+18,9.4637371e+13,6.7348372e+20,7.4163389e+09,0,0,553279.31,5.180383e+08,5.2581787e+10,2.7674625e+09,1.1414978e+09,4.5659913e+10,5.9411063e+09,5.1346408e+08,167767.95,392952.74,10241969,5.7252246e+09,4731905
374000,1870,2.7663965e+09,1.303385e+18,1.7526242e+21,5.5352489e+18,9.464156e+13,6.7348427e+20,7.4241459e+09,0,0,553279.31,5.1887697e+08,5.2584863e+10,2.7676244e+09,1.1414988e+09,4.565995e+10,5.941099e+09,5.1430191e+08,167132.46,393588.23,10239262,5.7282252e+09,4732111.9
376000,1880,2.7663965e+09,1.3047385e+18,1.7526221e+21,5.5355599e+18,9.4645749e+13,6.7348482e+20,7.4318556e+09,0,0,553279.31,5.1971563e+08,5.2587818e+10,2.7677799e+09,1.1414997e+09,4.5659988e+10,5.9410918e+09,5.1513974e+08,166496.98,394223.71,10236730,5.731148e+09,4732319.1
378000,1890,2.7663965e+09,1.3060759e+18,1.75262e+21,5.5358584e+18,9.4649938e+13,6.7348537e+20,7.439473e+09,0,0,553279.31,5.205543e+08,5.2590654e+10,2.7679291e+09,1.1415006e+09,4.5660025e+10,5.9410848e+09,5.1597757e+08,165861.5,394859.19,10234361,5.7339923e+09,4732526.3
380000,1900,2.7663965e+09,1.3073978e+18,1.7526179e+21,5.5361448e+18,9.4654127e+13,6.7348592e+20,7.447003e+09,0,0,553279.31,5.2139297e+08,5.2593375e+10,2.7680723e+09,1.1415016e+09,4.5660063e+10,5.9410778e+09,5.168154e+08,165226.01,395494.68,10232145,5.7367579e+09,4732733.7
382000,1910,2.7663965e+09,1.3087052e+18,1.7526159e+21,5.5364194e+18,9.4658316e+13,6.7348647e+20,7.4544499e+09,0,0,553279.31,5.2223163e+08,5.2595983e+10,2.7682097e+09,1.1415025e+09,4.56601e+10,5.9410709e+09,5.1765324e+08,164590.53,396130.16,10230072,5.739445e+09,4732941.2
384000,1920,2.7663965e+09,1.3099988e+18,1.7526139e+21,5.5366826e+18,9.4662506e+13,6.7348702e+20,7.4618182e+09,0,0,553279.31,5.230703e+08,5.2598484e+10,2.7683412e+09,1.1415034e+09,4.5660137e+10,5.9410641e+09,5.1849107e+08,163955.05,396765.64,10228133,5.7420541e+09,4733148.9
386000,1930,2.7663965e+09,1.3112792e+18,1.7526119e+21,5.5369347e+18,9.4666695e+13,6.7348757e+20,7.4691119e+09,0,0,553279.31,5.2390897e+08,5.2600879e+10,2.7684673e+09,1.1415044e+09,4.5660174e+10,5.9410574e+09,5.193289e+08,163319.56,397401.13,10226318,5.744586e+09,4733356.7
388000,1940,2.7663965e+09,1.3125473e+18,1.75261e+21,5.5371761e+18,9.4670884e+13,6.7348812e+20,7.4763347e+09,0,0,553279.31,5.2474763e+08,5.2603172e+10,2.768588e+09,1.1415053e+09,4.5660211e+10,5.9410508e+09,5.2016673e+08,162684.08,398036.61,10224621,5.7470417e+09,4733564.6
390000,1950,2.7663965e+09,1.3138035e+18,1.7526081e+21,5.5374072e+18,9.4675073e+13,6.7348866e+20,7.4834903e+09,0,0,553279.31,5.255863e+08,5.2605367e+10,2.7687035e+09,1.1415062e+09,4.5660248e+10,5.9410443e+09,5.2100456e+08,162048.6,398672.09,10223033,5.7494223e+09,4733772.5
392000,1960,2.7663965e+09,1.3150485e+18,1.7526061e+21,5.5376282e+18,9.4679262e+13,6.734892e+20,7.4905822e+09,0,0,553279.31,5.2642497e+08,5.2607467e+10,2.7688141e+09,1.1415071e+09,4.5660285e+10,5.9410378e+09,5.218424e+08,161413.11,399307.58,10221548,5.7517294e+09,4733980.6
394000,1970,2.7663965e+09,1.316283e+18,1.7526043e+21,5.5378396e+18,9.4683451e+13,6.7348974e+20,7.4976136e+09,0,0,553279.31,5.2726363e+08,5.2609476e+10,2.7689198e+09,1.141508e+09,4.5660321e+10,5.9410314e+09,5.2268023e+08,160777.63,399943.06,10220158,5.7539644e+09,4734188.8
396000,1980,2.7663965e+09,1.3175073e+18,1.7526024e+21,5.5380418e+18,9.468764e+13,6.7349027e+20,7.5045877e+09,0,0,553279.31,5.281023e+08,5.2611396e+10,2.7690209e+09,1.1415089e+09,4.5660357e+10,5.9410251e+09,5.2351806e+08,160142.15,400578.54,10218858,5.756129e+09,4734397
398000,1990,2.7663965e+09,1.3187221e+18,1.7526006e+21,5.538235e+18,9.4691829e+13,6.734908e+20,7.5115072e+09,0,0,553279.31,5.2894097e+08,5.2613232e+10,2.7691175e+09,1.1415098e+09,4.5660394e+10,5.9410189e+09,5.2435589e+08,159506.66,401214.03,10217642,5.7582249e+09,4734605.4
400000,2000,2.7663965e+09,1.3199279e+18,1.7525988e+21,5.5384197e+18,9.4696018e+13,6.7349133e+20,7.5183751e+09,0,0,553279.31,5.2977963e+08,5.2614986e+10,2.7692098e+09,1.1415107e+09,4.5660429e+10,5.9410127e+09,5.2519372e+08,158871.18,401849.51,10216504,5.760254e+09,4734813.8
402000,2010,2.7663965e+09,1.321125e+18,1.752597e+21,5.5385961e+18,9.4700208e+13,6.7349186e+20,7.5251939e+09,0,0,553279.31,5.306183e+08,5.2616662e+10,2.769298e+09,1.1415116e+09,4.5660465e+10,5.9410066e+09,5.2603155e+08,158235.7,402484.99,10215440,5.762218e+09,4735022.2
404000,2020,2.7663965e+09,1.3223139e+18,1.7525952e+21,5.5387646e+18,9.4704397e+13,6.7349238e+20,7.5319662e+09,0,0,553279.31,5.3145697e+08,5.2618263e+10,2.7693823e+09,1.1415125e+09,4.5660501e+10,5.9410006e+09,5.2686938e+08,157600.21,403120.48,10214444,5.764119e+09,4735230.8
406000,2030,2.7663965e+09,1.3234951e+18,1.7525934e+21,5.5389255e+18,9.4708586e+13,6.734929e+20,7.5386942e+09,0,0,553279.31,5.3229563e+08,5.2619792e+10,2.7694627e+09,1.1415134e+09,4.5660536e+10,5.9409946e+09,5.2770721e+08,156964.73,403755.96,10213512,5.7659588e+09,4735439.4
408000,2040,2.7663965e+09,1.3246689e+18,1.7525917e+21,5.5390792e+18,9.4712775e+13,6.7349342e+20,7.5453803e+09,0,0,553279.31,5.331343e+08,5.2621251e+10,2.7695395e+09,1.1415143e+09,4.5660571e+10,5.9409887e+09,5.2854505e+08,156329.25,404391.44,10212641,5.7677393e+09,4735648
410000,2050,2.7663965e+09,1.3258357e+18,1.75259e+21,5.5392258e+18,9.4716964e+13,6.7349393e+20,7.5520266e+09,0,0,553279.31,5.3397297e+08,5.2622645e+10,2.7696129e+09,1.1415151e+09,4.5660606e+10,5.9409829e+09,5.2938288e+08,155693.76,405026.93,10211826,5.7694626e+09,4735856.7
412000,2060,2.7663965e+09,1.3269959e+18,1.7525882e+21,5.5393658e+18,9.4721153e+13,6.7349444e+20,7.558635e+09,0,0,553279.31,5.3481163e+08,5.2623974e+10,2.7696829e+09,1.141516e+09,4.566064e+10,5.9409771e+09,5.3022071e+08,155058.28,405662.41,10211063,5.7711305e+09,4736065.5
414000,2070,2.7663965e+09,1.3281497e+18,1.7525866e+21,5.5394993e+18,9.4725342e+13,6.7349495e+20,7.5652076e+09,0,0,553279.31,5.356503e+08,5.2625243e+10,2.7697496e+09,1.1415169e+09,4.5660674e+10,5.9409714e+09,5.3105854e+08,154422.8,406297.89,10210349,5.7727449e+09,4736274.3
416000,2080,2.7663965e+09,1.3292976e+18,1.7525849e+21,5.5396268e+18,9.4729531e+13,6.7349545e+20,7.5717461e+09,0,0,553279.31,5.3648897e+08,5.2626454e+10,2.7698134e+09,1.1415177e+09,4.5660708e+10,5.9409657e+09,5.3189637e+08,153787.31,406933.38,10209682,5.7743078e+09,4736483.1
418000,2090,2.7663965e+09,1.3304399e+18,1.7525832e+21,5.5397484e+18,9.473372e+13,6.7349594e+20,7.5782522e+09,0,0,553279.31,5.3732763e+08,5.2627609e+10,2.7698742e+09,1.1415185e+09,4.5660742e+10,5.9409601e+09,5.327342e+08,153151.83,407568.86,10209058,5.7758209e+09,4736692
420000,2100,2.7663965e+09,1.3315767e+18,1.7525816e+21,5.5398643e+18,9.473791e+13,6.7349644e+20,7.5847276e+09,0,0,553279.31,5.381663e+08,5.2628711e+10,2.7699321e+09,1.1415194e+09,4.5660775e+10,5.9409545e+09,5.3357203e+08,152516.35,408204.34,10208473,5.7772862e+09,4736900.9
422000,2110,2.7663965e+09,1.3327084e+18,1.7525799e+21,5.5399749e+18,9.4742099e+13,6.7349693e+20,7.5911738e+09,0,0,553279.31,5.3900497e+08,5.2629761e+10,2.7699874e+09,1.1415202e+09,4.5660809e+10,5.940949e+09,5.3440986e+08,151880.86,408839.83,10207927,5.7787054e+09,4737109.8
424000,2120,2.7663965e+09,1.3338352e+18,1.7525783e+21,5.5400804e+18,9.4746288e+13,6.7349741e+20,7.5975923e+09,0,0,553279.31,5.3984363e+08,5.2630764e+10,2.7700402e+09,1.141521e+09,4.5660841e+10,5.9409435e+09,5.3524769e+08,151245.38,409475.31,10207416,5.7800803e+09,4737318.8
426000,2130,2.7663965e+09,1.3349574e+18,1.7525767e+21,5.540181e+18,9.4750477e+13,6.7349789e+20,7.6039845e+09,0,0,553279.31,5.406823e+08,5.2631719e+10,2.7700905e+09,1.1415219e+09,4.5660874e+10,5.9409381e+09,5.3608552e+08,150609.9,410110.8,10206937,5.7814125e+09,4737527.8
428000,2140,2.7663965e+09,1.3360752e+18,1.7525751e+21,5.540277e+18,9.4754666e+13,6.7349837e+20,7.6103517e+09,0,0,553279.31,5.4152097e+08,5.2632631e+10,2.7701385e+09,1.1415227e+09,4.5660906e+10,5.9409327e+09,5.3692335e+08,149974.41,410746.28,10206490,5.7827038e+09,4737736.9
430000,2150,2.7663965e+09,1.3371889e+18,1.7525736e+21,5.5403684e+18,9.4758855e+13,6.7349884e+20,7.6166952e+09,0,0,553279.31,5.4235963e+08,5.26335e+10,2.7701842e+09,1.1415235e+09,4.5660938e+10,5.9409273e+09,5.3776118e+08,149338.93,411381.76,10206071,5.7839557e+09,4737945.9
432000,2160,2.7663965e+09,1.3382986e+18,1.752572e+21,5.5404556e+18,9.4763044e+13,6.7349931e+20,7.6230162e+09,0,0,553279.31,5.431983e+08,5.2634328e+10,2.7702278e+09,1.1415243e+09,4.566097e+10,5.940922e+09,5.3859901e+08,148703.44,412017.25,10205680,5.7851699e+09,4738155
434000,2170,2.7663965e+09,1.3394046e+18,1.7525704e+21,5.5405388e+18,9.4767233e+13,6.7349978e+20,7.6293157e+09,0,0,553279.31,5.4403697e+08,5.2635118e+10,2.7702694e+09,1.141525e+09,4.5661002e+10,5.9409168e+09,5.3943684e+08,148067.96,412652.73,10205314,5.7863478e+09,4738364.2
436000,2180,2.7663965e+09,1.3405069e+18,1.7525689e+21,5.540618e+18,9.4771422e+13,6.7350024e+20,7.635595e+09,0,0,553279.31,5.4487563e+08,5.2635871e+10,2.770309e+09,1.1415258e+09,4.5661033e+10,5.9409116e+09,5.4027467e+08,147432.48,413288.21,10204971,5.7874908e+09,4738573.3
438000,2190,2.7663965e+09,1.3416059e+18,1.7525674e+21,5.5406936e+18,9.4775612e+13,6.7350069e+20,7.6418549e+09,0,0,553279.31,5.457143e+08,5.2636589e+10,2.7703468e+09,1.1415266e+09,4.5661064e+10,5.9409064e+09,5.4111251e+08,146796.99,413923.7,10204650,5.7886006e+09,4738782.5
440000,2200,2.7663965e+09,1.3427017e+18,1.7525659e+21,5.5407656e+18,9.4779801e+13,6.7350114e+20,7.6480965e+09,0,0,553279.31,5.4655297e+08,5.2637273e+10,2.7703828e+09,1.1415274e+09,4.5661095e+10,5.9409012e+09,5.4195034e+08,146161.51,414559.18,10204350,5.7896783e+09,4738991.6
442000,2210,2.7663965e+09,1.3437944e+18,1.7525644e+21,5.5408343e+18,9.478399e+13,6.7350159e+20,7.6543207e+09,0,0,553279.31,5.4739163e+08,5.2637925e+10,2.7704171e+09,1.1415281e+09,4.5661125e+10,5.9408961e+09,5.4278817e+08,145526.03,415194.66,10204070,5.7907253e+09,4739200.8
444000,2220,2.7663965e+09,1.3448842e+18,1.7525629e+21,5.5408997e+18,9.4788179e+13,6.7350204e+20,7.6605283e+09,0,0,553279.31,5.482303e+08,5.2638547e+10,2.7704498e+09,1.1415289e+09,4.5661155e+10,5.9408911e+09,5.43626e+08,144890.54,415830.15,10203807,5.791743e+09,4739410
446000,2230,2.7663965e+09,1.3459713e+18,1.7525614e+21,5.5409621e+18,9.4792368e+13,6.7350247e+20,7.6667203e+09,0,0,553279.31,5.4906897e+08,5.263914e+10,2.770481e+09,1.1415296e+09,4.5661185e+10,5.940886e+09,5.4446383e+08,144255.06,416465.63,10203562,5.7927324e+09,4739619.3
448000,2240,2.7663965e+09,1.3470557e+18,1.7525599e+21,5.5410216e+18,9.4796557e+13,6.7350291e+20,7.6728973e+09,0,0,553279.31,5.4990763e+08,5.2639705e+10,2.7705108e+09,1.1415304e+09,4.5661214e+10,5.940881e+09,5.4530166e+08,143619.58,417101.11,10203332,5.7936949e+09,4739828.5
450000,2250,2.7663965e+09,1.3481377e+18,1.7525584e+21,5.5410783e+18,9.4800746e+13,6.7350334e+20,7.6790601e+09,0,0,553279.31,5.507463e+08,5.2640243e+10,2.7705391e+09,1.1415311e+09,4.5661243e+10,5.940876e+09,5.4613949e+08,142984.09,417736.6,10203117,5.7946315e+09,4740037.8
452000,2260,2.7663965e+09,1.3492173e+18,1.752557e+21,5.5411323e+18,9.4804935e+13,6.7350377e+20,7.6852095e+09,0,0,553279.31,5.5158497e+08,5.2640757e+10,2.7705662e+09,1.1415318e+09,4.5661272e+10,5.9408711e+09,5.4697732e+08,142348.61,418372.08,10202916,5.7955434e+09,4740247
454000,2270,2.7663965e+09,1.3502946e+18,1.7525555e+21,5.5411839e+18,9.4809124e+13,6.7350419e+20,7.6913461e+09,0,0,553279.31,5.5242363e+08,5.2641246e+10,2.7705919e+09,1.1415325e+09,4.5661301e+10,5.9408662e+09,5.4781515e+08,141713.13,419007.56,10202728,5.7964315e+09,4740456.3
456000,2280,2.7663965e+09,1.3513698e+18,1.7525541e+21,5.541233e+18,9.4813314e+13,6.7350461e+20,7.6974706e+09,0,0,553279.31,5.532623e+08,5.2641713e+10,2.7706165e+09,1.1415332e+09,4.5661329e+10,5.9408613e+09,5.4865298e+08,141077.64,419643.05,10202552,5.797297e+09,4740665.6
458000,2290,2.7663965e+09,1.352443e+18,1.7525527e+21,5.5412798e+18,9.4817503e+13,6.7350502e+20,7.7035835e+09,0,0,553279.31,5.5410097e+08,5.2642158e+10,2.7706399e+09,1.1415339e+09,4.5661357e+10,5.9408564e+09,5.4949081e+08,140442.16,420278.53,10202388,5.7981407e+09,4740874.9
460000,2300,2.7663965e+09,1.3535143e+18,1.7525512e+21,5.5413244e+18,9.4821692e+13,6.7350543e+20,7.7096854e+09,0,0,553279.31,5.5493963e+08,5.2642582e+10,2.7706622e+09,1.1415346e+09,4.5661385e+10,5.9408516e+09,5.5032864e+08,139806.68,420914.01,10202234,5.7989635e+09,4741084.2
462000,2310,2.7663965e+09,1.3545837e+18,1.7525498e+21,5.541367e+18,9.4825881e+13,6.7350583e+20,7.7157769e+09,0,0,553279.31,5.557783e+08,5.2642986e+10,2.7706835e+09,1.1415353e+09,4.5661412e+10,5.9408468e+09,5.5116647e+08,139171.19,421549.5,10202090,5.7997665e+09,4741293.6
464000,2320,2.7663965e+09,1.3556514e+18,1.7525484e+21,5.5414076e+18,9.483007e+13,6.7350623e+20,7.7218585e+09,0,0,553279.31,5.5661697e+08,5.2643372e+10,2.7707038e+09,1.141536e+09,4.566144e+10,5.9408421e+09,5.520043e+08,138535.71,422184.98,10201955,5.8005503e+09,4741502.9
466000,2330,2.7663965e+09,1.3567174e+18,1.752547e+21,5.5414463e+18,9.4834259e+13,6.7350663e+20,7.7279307e+09,0,0,553279.31,5.5745563e+08,5.2643739e+10,2.7707231e+09,1.1415367e+09,4.5661466e+10,5.9408373e+09,5.5284213e+08,137900.23,422820.46,10201829,5.8013159e+09,4741712.2
468000,2340,2.7663965e+09,1.3577819e+18,1.7525456e+21,5.5414832e+18,9.4838448e+13,6.7350702e+20,7.733994e+09,0,0,553279.31,5.582943e+08,5.264409e+10,2.7707416e+09,1.1415373e+09,4.5661493e+10,5.9408326e+09,5.5367996e+08,137264.74,423455.95,10201711,5.8020639e+09,4741921.6
470000,2350,2.7663965e+09,1.3588449e+18,1.7525442e+21,5.5415184e+18,9.4842637e+13,6.7350741e+20,7.7400488e+09,0,0,553279.31,5.5913297e+08,5.2644424e+10,2.7707592e+09,1.141538e+09,4.5661519e+10,5.9408279e+09,5.5451779e+08,136629.26,424091.43,10201600,5.8027952e+09,4742130.9
472000,2360,2.7663965e+09,1.3599064e+18,1.7525429e+21,5.5415519e+18,9.4846826e+13,6.7350779e+20,7.7460956e+09,0,0,553279.31,5.5997163e+08,5.2644743e+10,2.7707759e+09,1.1415386e+09,4.5661545e+10,5.9408232e+09,5.5535562e+08,135993.78,424726.91,10201497,5.8035105e+09,4742340.3
